时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2020-12-23,三	44.45		44.81		41.36		42.18		-4.59%		7.80%		3,778,990	161,873,300	7.27		14279		
2020-12-24,四	42.00		42.50		40.71		41.05		-2.68%		4.24%		1,697,133	70,495,550	3.26		7540		
2020-12-25,五	41.29		41.44		38.88		40.42		-1.53%		6.24%		2,258,417	90,810,565	4.34		8842		
2020-12-28,一	40.01		40.84		38.00		38.89		-3.79%		7.03%		3,193,600	124,325,434	6.14		12957		
2020-12-29,二	40.55		42.78		40.55		42.78		+10.00%		5.73%		1,112,400	46,925,672	2.14		1898		
2020-12-30,三	41.77		43.76		39.18		43.04		+0.61%		10.71%		5,913,015	247,639,090	11.37		25223		
2020-12-31,四	43.00		44.90		42.57		44.34		+3.02%		5.41%		3,596,646	158,455,160	6.92		14961		
2021-01-04,一	43.87		46.08		43.60		46.01		+3.77%		5.59%		2,390,166	106,989,603	4.60		8806		
2021-01-05,二	45.55		45.97		44.41		44.50		-3.28%		3.39%		2,267,409	102,028,960	4.36		9430		
2021-01-06,三	44.50		46.00		43.20		44.70		+0.45%		6.29%		2,581,553	114,928,123	4.96		9811		
2021-01-07,四	45.17		45.66		43.44		43.44		-2.82%		4.97%		1,865,604	82,517,984	3.59		8296		
2021-01-08,五	43.00		43.46		41.81		42.08		-3.13%		3.80%		1,599,241	67,810,450	3.08		6982		
2021-01-11,一	41.67		43.00		41.36		41.92		-0.38%		3.90%		1,580,492	66,567,714	3.04		6311		
2021-01-12,二	41.93		42.34		40.70		40.92		-2.39%		3.91%		1,516,521	62,531,607	2.92		5481		
2021-01-13,三	41.00		41.50		39.38		39.90		-2.49%		5.18%		2,003,897	80,515,430	3.85		6854		
2021-01-14,四	40.30		41.52		39.33		40.53		+1.58%		5.49%		1,455,757	58,900,880	2.80		6389		
2021-01-15,五	40.14		42.12		39.61		41.68		+2.84%		6.19%		1,616,000	66,198,969	3.11		6471		
2021-01-18,一	41.69		44.42		41.30		44.01		+5.59%		7.49%		2,718,657	117,692,113	5.23		9440		
2021-01-19,二	44.25		44.25		42.36		42.52		-3.39%		4.29%		1,442,400	62,144,971	2.77		5508		
2021-01-20,三	43.00		44.50		40.83		43.04		+1.22%		8.63%		2,378,753	101,534,356	4.57		7500		
2021-01-21,四	42.88		45.15		42.61		44.76		+4.00%		5.90%		2,495,885	110,354,504	4.80		7710		
2021-01-22,五	45.45		45.97		44.12		45.40		+1.43%		4.13%		2,358,000	106,478,223	4.53		7298		
2021-01-25,一	45.34		46.00		43.36		43.38		-4.45%		5.81%		2,071,805	92,023,229	3.98		7022		
2021-01-26,二	43.06		43.52		41.20		41.71		-3.85%		5.35%		2,700,141	113,122,140	5.19		7736		
2021-01-27,三	41.70		42.85		41.43		42.82		+2.66%		3.40%		1,136,500	48,128,560	2.19		4297		
2021-01-28,四	41.90		43.85		41.70		42.05		-1.80%		5.02%		1,473,800	63,428,922	2.83		5803		
2021-01-29,五	42.36		42.85		40.27		40.91		-2.71%		6.14%		2,402,800	98,529,107	4.62		7298		
2021-02-01,一	40.91		41.33		39.20		41.28		+0.90%		5.21%		2,060,841	82,905,050	3.96		7615		
2021-02-02,二	40.77		43.40		40.65		42.35		+2.59%		6.66%		1,681,217	71,511,661	3.23		5966		
2021-02-03,三	42.65		42.65		40.12		40.12		-5.27%		5.97%		1,868,700	76,533,752	3.59		6687		
2021-02-04,四	40.12		40.53		38.00		38.70		-3.54%		6.31%		2,437,800	94,759,032	4.69		8093		
2021-02-05,五	39.17		39.22		36.90		36.90		-4.65%		5.99%		1,794,600	67,706,053	3.45		6924		
2021-02-08,一	36.90		36.99		35.58		35.70		-3.25%		3.82%		1,969,888	70,992,072	3.79		6251		
2021-02-09,二	35.71		37.20		35.71		36.90		+3.36%		4.17%		1,334,621	48,910,462	2.57		5521		
2021-02-10,三	36.90		37.96		36.90		37.35		+1.22%		2.87%		989,100		37,093,864	1.90		4165		
2021-02-18,四	38.20		41.09		37.99		41.09		+10.01%		8.30%		3,087,994	124,727,098	5.94		9419		
2021-02-19,五	41.09		44.35		40.20		43.40		+5.62%		10.10%		3,692,083	157,016,390	7.10		12925		
2021-02-22,一	43.39		45.20		43.05		43.37		-0.07%		4.95%		2,644,150	116,556,156	5.08		10132		
2021-02-23,二	43.17		44.35		42.61		43.45		+0.18%		4.01%		1,309,200	57,007,643	2.52		5744		
2021-02-24,三	43.74		44.80		43.08		44.29		+1.93%		3.96%		2,069,700	91,308,909	3.98		7703		
2021-02-25,四	44.25		44.49		42.80		43.29		-2.26%		3.82%		1,456,700	63,396,881	2.80		5933		
2021-02-26,五	42.50		44.00		42.07		43.55		+0.60%		4.46%		1,795,007	77,677,590	3.45		7833		
2021-03-01,一	43.50		47.91		43.33		47.91		+10.01%		10.52%		2,604,905	122,260,443	5.01		8081		
2021-03-02,二	49.10		51.58		47.52		49.67		+3.67%		8.47%		4,197,336	208,023,840	8.07		13162		
2021-03-03,三	50.42		51.55		48.75		49.81		+0.28%		5.64%		3,173,217	158,766,410	6.10		12524		
2021-03-04,四	49.72		49.72		44.83		45.53		-8.59%		9.82%		3,630,987	167,435,200	6.98		13805		
2021-03-05,五	44.90		46.90		44.50		44.73		-1.76%		5.27%		2,692,409	122,837,918	5.18		11061		
2021-03-08,一	44.88		47.85		44.10		44.37		-0.80%		8.38%		2,494,537	113,883,646	4.80		11265		
2021-03-09,二	44.36		44.75		41.19		41.29		-6.94%		8.02%		2,682,005	114,219,127	5.16		10659		
2021-03-10,三	42.00		42.20		40.32		40.74		-1.33%		4.55%		2,111,400	86,254,574	4.06		8800		
2021-03-11,四	41.05		41.49		39.88		41.40		+1.62%		3.95%		1,788,122	73,350,559	3.44		6469		
2021-03-12,五	41.40		43.49		40.88		42.95		+3.74%		6.30%		1,838,517	77,927,658	3.54		7847		
2021-03-15,一	42.96		44.42		42.95		43.71		+1.77%		3.42%		1,434,200	62,730,682	2.76		6188		
2021-03-16,二	43.83		44.16		41.45		41.99		-3.94%		6.20%		1,291,805	54,582,430	2.48		4921		
2021-03-17,三	41.75		41.98		40.13		41.73		-0.62%		4.41%		1,171,900	48,114,406	2.25		4641		
2021-03-18,四	41.72		43.40		41.08		41.42		-0.74%		5.56%		1,700,605	71,837,716	3.27		6197		
2021-03-19,五	40.89		42.60		40.40		42.02		+1.45%		5.31%		1,072,637	44,803,335	2.06		4376		
2021-03-22,一	41.81		43.34		41.62		43.09		+2.55%		4.09%		1,256,809	53,820,455	2.42		4659		
2021-03-23,二	43.15		43.51		42.83		43.02		-0.16%		1.58%		946,087		40,860,578	1.82		3258		
2021-03-24,三	43.05		43.50		42.03		42.09		-2.16%		3.42%		1,258,650	53,864,803	2.42		4652		
2021-03-25,四	41.13		42.30		41.00		41.12		-2.30%		3.09%		949,641		39,350,967	1.83		3414		
2021-03-26,五	41.12		41.66		40.63		41.50		+0.92%		2.50%		775,900		31,978,080	1.49		3156		
2021-03-29,一	41.51		42.61		41.51		42.00		+1.20%		2.65%		762,041		32,021,481	1.47		2927		
2021-03-30,二	42.01		44.37		41.36		42.98		+2.33%		7.17%		1,253,741	53,977,572	2.41		5084		
2021-03-31,三	43.25		43.28		42.41		42.84		-0.33%		2.02%		507,800		21,684,589	0.977		2248		
2021-04-01,四	42.85		43.01		41.85		42.23		-1.42%		2.71%		746,041		31,550,853	1.43		2644		
